,Steps,Loss Ratio
0,49,0.7021276354789734
1,99,0.7021276354789734
2,149,0.7021276354789734
3,199,0.7021276354789734
4,249,0.7302373647689819
5,299,0.7302373647689819
6,349,0.7302373647689819
7,399,0.7302373647689819
8,449,0.7274793386459351
9,499,0.7274793386459351
10,549,0.7274793386459351
11,599,0.7274793386459351
12,649,0.739130437374115
13,699,0.739130437374115
14,749,0.739130437374115
15,799,0.739130437374115
16,849,0.7364822626113892
17,899,0.7364822626113892
18,949,0.7364822626113892
19,999,0.7364822626113892
20,1049,0.7332097291946411
21,1099,0.7332097291946411
22,1149,0.7332097291946411
23,1199,0.7332097291946411
24,1249,0.7486987113952637
25,1299,0.7486987113952637
26,1349,0.7486987113952637
27,1399,0.7486987113952637
28,1449,0.7302835583686829
29,1499,0.7302835583686829
30,1549,0.7302835583686829
31,1599,0.7302835583686829
32,1649,0.7318435907363892
33,1699,0.7318435907363892
34,1749,0.7318435907363892
35,1799,0.7318435907363892
36,1849,0.7311983704566956
37,1899,0.7311983704566956
38,1949,0.7311983704566956
39,1999,0.7311983704566956
40,2049,0.7360448241233826
41,2099,0.7360448241233826
42,2149,0.7360448241233826
43,2199,0.7360448241233826
44,2249,0.7419288158416748
45,2299,0.7419288158416748
46,2349,0.7419288158416748
47,2399,0.7419288158416748
48,2449,0.7337069511413574
49,2499,0.7337069511413574
50,2549,0.7337069511413574
51,2599,0.7337069511413574
52,2649,0.7277960777282715
53,2699,0.7277960777282715
54,2749,0.7277960777282715
55,2799,0.7277960777282715
56,2849,0.7362294793128967
57,2899,0.7362294793128967
58,2949,0.7362294793128967
59,2999,0.7362294793128967
60,3049,0.7329745292663574
61,3099,0.7329745292663574
62,3149,0.7329745292663574
63,3199,0.7329745292663574
64,3249,0.7479131817817688
65,3299,0.7479131817817688
66,3349,0.7479131817817688
67,3399,0.7479131817817688
68,3449,0.7354705333709717
69,3499,0.7354705333709717
70,3549,0.7354705333709717
71,3599,0.7354705333709717
